Taxa,RF Importance,NN Importance,IS stat,IS Site Label,IS P value,K
Pseudohaliea,0.22628952988876852,-1.0,0.5636267907362715,Low,0.0,10
Stenotrophomonas,0.3553957964416329,-0.5921536209134971,0.6688836429047088,Low,0.035,11
Martelella,0.14974006437734028,-0.5926166023297497,0.6068565210522465,Low,0.04,11
Altererythrobacter,0.45698663088932273,0.7536644348123114,0.602635784510997,High,0.0,11
Pseudohaliea,0.19159991713356353,-1.0,0.5917390399141359,Low,0.0,11
Paenibacillus,0.09429936996317051,0.6065246164934947,0.5069179058162603,High,0.005,11
Devosia,0.510433673029984,-0.5810939928750811,0.7604757918803976,Low,0.0,12
Flavobacterium,0.46603322744038583,-0.6222302191145581,0.6869525446538708,Low,0.035,12
Martelella,0.1473379953825992,-0.5758584328820736,0.6201936010857928,Low,0.03,12
Pseudohaliea,0.2346459119242405,-1.0,0.5839477392854815,Low,0.0,12
Devosia,0.3962568344976664,-0.6385125877906602,0.7582385692293055,Low,0.0,13
Shinella,0.8335339519572603,-0.5831362705617265,0.6791621759648142,Low,0.0,13
Martelella,0.1453876367115552,-0.5979346806770436,0.5921152529814097,Low,0.045,13
Pseudohaliea,0.20115355645389477,-1.0,0.5718666882421649,Low,0.01,13
Altererythrobacter,0.3466591171211372,0.7155999482283387,0.5487748592581899,High,0.005,13
Devosia,0.502916386769082,-0.7779172611682763,0.7773321756384981,Low,0.0,14
Stenotrophomonas,0.45471762095862256,-0.7261973756584692,0.7121840039469363,Low,0.0,14
Martelella,0.06052465705881871,-0.6297162955272451,0.6210631358534051,Low,0.03,14
Altererythrobacter,0.21160098229888258,0.6150221556000828,0.571839955134637,High,0.0,14
Pseudohaliea,0.06213531895454345,-1.0,0.5500239326138042,Low,0.005,14
