Taxa,RF Importance,NN Importance,IS stat,IS Site Label,IS P value,K
Polaromonas,0.47721181108676014,-0.6691625472784676,0.7705551681098685,Low,0.01,14
Cellulomonas,0.2533080268459703,0.9075006836670559,0.7202964304094867,High,0.0,14
Chitinophaga,0.5051998744983416,0.8689800209373884,0.7115241236757831,High,0.0,14
Bradyrhizobium,0.38716367427524356,0.8058767015216151,0.7103109930225219,High,0.0,14
Frigoribacterium,0.2937546082898141,0.6576478587391663,0.7071344751445444,High,0.0,14
Blastococcus,0.8788012525543376,0.7347298839850789,0.6833347232694562,High,0.0,14
Rhizobium,0.14593853559566375,0.5924979092422309,0.6490233265254305,High,0.01,14
Rhodopseudomonas,0.10739693573374581,0.5854103886485194,0.5973217285673005,High,0.005,14
Devosia,1.0,1.0,0.5213680699898607,High,0.0,14
Oxalicibacterium,0.1641910772094722,-0.5318315743305084,0.31936139429370003,Low,0.005,14
Altererythrobacter,0.11164012000423328,-0.5451783738337964,0.2725557603170347,Low,0.01,14
